fine_label	utterance
UNK:UNK	Monsanto Email: Indonesia International Speaker Request with Names of Monsanto Experts Glyphosate Expert list and names of speakers on behalf of Monsanto 33 Bates Title Description MONGLY01034951 10/21/2015
UNK:UNK	Monsanto Email Between David Saltmiras, Roger McClellan and Taylor & Francis Re: Glyphosate Papers This document contains emails between Monsanto’s David Saltmiras, Critical Reviews in Toxicology editor, Roger McClellen, and others concerning publicity of Monsanto- sponsored publications defending the safety of glyphosate against the IARC decision. McClellen identifies Saltmiras as the Monsanto contact for providing “key talking points” and [REDACTED] for payment of open access for the Greim et al (2015) article. 34 Bates Title Description MONGLY02133654 MONGLY02133655 10/23/2015
UNK:UNK	Monsanto Email FW: Exposures to Glyphosate, draft report attached AND IARC -Gly-Exposure - 2015 -10-22 Solomon exposure manuscript KIERPROD00026940 10/26/2015
UNK:UNK	Monsanto Email Re: License choices for your open access article This document contains email correspondence between Larry Kier and David Saltmiras re the submission of a manuscript by Dr. Kier to be funded by Monsanto. MONGLY01030787 11/3/2015 - 11/6/2015
UNK:UNK	Monsanto Consultant Protests Ghostwriting – I Can’t be a Part of Deceptive Authorship…’ This document contains email correspondence between various Monsanto personnel and consultants wherein Dr. John Acquavella protests Monsanto’s ghost -writing activities: “I can't be a part of deceptive authorship on a presentation or publication… We call that ghost writing and it is unethical.” at *2, 3. MONGLY04172580 12/3/2015
UNK:UNK	Donna Farme r redline edits on Chang manuscript (Exponent) Donna Farmer redline edits on Chang manuscript (Exponent) 35 Bates Title Description MONGLY01025794 12/7/2015
UNK:UNK	Internal Bulletin Re: Expert Panel Review of IARC Monograph Internal company bulletin re expert panel 36 Bates Title Description MONGLY04724372 MONGLY04724379- MONGLY04724393 12/11/2015
UNK:UNK	Marian Bleek e sends suggested changes to Solomon on exposure manuscript AND Study Manuscript: Glyphosate in the general population and in applicators: A critical review of studies on exposures (Solomon) MONGLY04724372 is an email exchange between Monsanto’s Marian Bleeke and Keith Solomon with attachment (MONGLY04724379- MONGLY04724393) containing comments and suggested changes to his “independent” Expert Panel exposure manuscript, showing direct review and revision of the Solomon manuscript by Monsanto, contrary to the acknowledgment and statement of inte rest indicating no such interaction and editing by Monsanto personnel took place. MONGLY00999487 1/6/2016
UNK:UNK	Internal Email: Monsanto Executive William Heydens Admits to Ghostwriting Introducto ry Chapter in Expert Panel Manuscript This document contains email correspondence between Dr. Heydens and Ashley Roberts (Intertek) wherein Dr. Heydens admits to writing “a draft introduction chapter back in October/November…[a]nd then comes the question of who should be the ultimate author ... you or Gary? I was thinking you for the Introduction chapter and Gary for the Summary chapter, but I am totally open to your suggestions.” at *2. 37 Bates Title Description MONGLY01003669 MONGLY01003670- MONGLY01003731 1/7/2016 Documents R eleased: 3/1/2019 Monsanto Email Re: FOR YOUR RECORDS – IARC Epidemiology – edits incorporated AND Bill Heydens edits to Glyphosate Expert Panel manuscript Email from Anna Bickel to Bill Heydens. Attachment: Glyphosate epi panel report_AFTER REVIEW FROM BILL chan ges incorporated needs abstract_1_7_15. Bickel writes to Heydens that the attachment (MONGLY01003670- MONGLY01003731) is the final “except for adding the abstract; whenever you get to it I will add it.” ACQUAVELLAPROD00014559 1/7/2016 Documents Released : 8/1/2017 Email Demonstrating Dr. Acquavella’s longstanding consultancy for Monsanto This document contains ema il correspondence from 2016 between Drs. Acquavella and Heydens discussing Dr. Acquavella’s consulting for Monsanto “on glyphosate litigation.” at *2. MONGLY00998682, MONGLY00998687 1/9/2016 - 1/13/2016
UNK:UNK	Internal Emails Show Monsanto Made Substantial Contributions to Published Expert Panel Manuscript The documents contain email correspondence between Dr. William Heydens and Ashley Roberts (Intertek) wherein Dr. Heydens heavily edits (“here are my suggested edits to the Draft Combined Manuscript” at *1) the Expert Panel’s manuscript drafted in opposition to IARC’s classification of glyphosate. The edited draft is also attached and challenged for confidentiality. 38 Bates Title Description MONGLY02737529 MONGLY02737531- MONGLY02737534 1/11/2016
UNK:UNK	Monsanto Email Discussing draft of 2016 Solomon exposure paper AND Draft of 2016 Solomon exposure paper Draft of 2016 Solomon exposure paper MONGLY00998682 MONGLY00998686- MONGLY00998720 1/13/2016
UNK:UNK	Monsanto Email: William Heydens’ Edits to “Glyphosate: Carcinogenic Potential - the Conclusions of IARC (2015) - A Critical Review by an Expert Panel” AND Glyphosate: Carcinogenic Potential – the Conclusions of IARC (2015) – A Critical Review by an Expert Panel with Edits MONGLY00998682 contains email correspondence between Monsanto employee William Heydens, Intertek employee, Ashley Roberts and others regarding Publication Plans, including attachment (MONGLY00998686- MONGLY00998720), “Glyphosate: Carcinogenic Potential - the Conclusions of IARC (2015) - A Critical Review by an Expert Panel” with Heydens’ edits. 39 Bates Title Description MONGLY01041641 MONGLY01041643 1/21/2016
UNK:UNK	Monsanto Email FW: Genotoxicity Panel Final Manuscript AND Genotoxicity Expert Panel Review Ashley Roberts sends expert panel manuscript to Bill Heydens for review. MONGLY01002651 MONGLY01002654 1/22/2016
UNK:UNK	and 3/1/2019 Monsanto E mail Re: Exposure Manuscript (Solomon) AND Glyphosate in the general population and in applicators : A critical review of studies on exposures This document contains email correspondence between Monsanto employee William Heydens and Intertek employee, Ashley Roberts regarding Exposure Manuscript, and includes an attachment, “Glyphosate in the general population and in applicators: A critical review of studies on exposures” in the name of Keith Solomon. MONGLY01002224 1/27/2016
UNK:UNK	Monsanto Email Re: Finalised Exposure Report This document contains email correspondence between Monsanto employee William Heydens and Intertek empl oyee, Ashley Roberts regarding Finalised Exposure Report, and including an attachment, “Glyphosate in the general population and in applicators: A critical review of studies on Exposures” in the name of Keith Solomon. MONGLY02085862 2/4/2016
UNK:UNK	Internal Email Further Demonstrating Heydens’ Involvement in Draf ting Expert Panel Manuscript This document contains an email from Dr. Heydens to Ashley Roberts regarding the introduction to the Expert Panel Manuscript. Among other features, Dr. Heydens’ draft attempts to convey “that glyphosate is really expansively u sed.” at *1. 40 Bates Title Description MONGLY01000676, MONGLY01000680 2/8/2016 - 2/9/2016
UNK:UNK	Monsanto Executive William Heydens’ Edits and Comments on Expert Consultant Manuscript This document contains correspondence between Dr. William Heydens and Ashley Roberts regarding the Expert Panel Manuscript. Dr. Heydens went “through the entire document and “indicated what I think should stay, what can go, and in a couple spots I did a little editing. I took a crack at adding a little text: on page 10 to address John’s comments about toxicologists’ use of Hill’s criteria ... see what you think; it made sense to me, but I’m not sure if it will to others - please feel free to further modify and/or run by Cary.” at *1. The edited draft is also attached and challenged for confidentiality. ACQUAVELLAPROD00012030 - ACQUAVELLAPROD00012035 5/4/2016
UNK:UNK	Email Between Acquavella and McClellen Re: Critical Reviews in Toxicology -Decision on Manuscript ID BTXC - 2016- 0029 This document contains email correspondence between Monsanto consultant, John Acquavella and CRT editor, Roger McClellen regarding Critical Reviews in Toxicology - Decision on Manuscript ID BTXC -2016- 0029 MONGLY02359008 5/9/2016
UNK:UNK	Monsanto Email Re: Declaration of Interest Internal correspondence re the declaration of interest for expert panel manuscript MONGLY02307988 6/19/2016
UNK:UNK	Emails between Intertek’s Ashley Roberts, CRT editor, Roger McClellen, consultant Keith Solomon and Monsanto’s Donna Farmer This document contains emails between Intertek’s Ashley Roberts, Critical Reviews in Toxicology editor, Roger McClellen, consultant Keith Solomon and Monsanto’s Donna Farmer. McClellen expresses concern that Acknowledgements and Declarations of Interest “need further attention” and “If you can say without consultation with Monsanto that would be great.” In the same chain, Solomon is consulting with Monsanto regarding how data from expo sure studies was provided for the article in which he is named as an author. 41 Bates Title Description MONGLY02356274, MONGLY02356209 6/19/2016 - 7/7/2016
UNK:UNK	Editor of Journal That Published Expert Panel Manuscript States Intention of the Panel was to Discredit IARC This document contains email correspondence between Roger Mc Clellan (editor of the journal which published the Expert Panel Manuscript) and Ashley Roberts regarding the Expert Panel Manuscript. Mr. McClellan notes several issues with the initial daft of the Manuscript and states: “These reports are essentially a rebuttal of IARCs process and conclusions. There appears to be a reluctance to be absolutely clear in presenting exactly what IARC concluded, the Panels conclusions and how they differ.” at *4. The attached initial draft of the manuscript is also challenged for confidentiality. MONGLY02310645 - MONGLY02310650 MONGLY02310651- MONGLY02310681 7/9/2016
UNK:UNK	Monsanto Email: Journal Editor Roger McClellan Expresses Concerns with Expert Panel Manuscript AND Draft: Glyphosate in the general population and in applicators: A critical review of studies on exposures (Solomon) MONGLY02310645- MONGLY02310650 is email correspondence wherein Roger McClellan (CRT Editor) shares concerns regarding the expert panel manuscripts, requests acknowledgments from the expert panel members of their not having direct contact with Monsanto, and yet includes email correspondence between Expert Panel member Keith Solomon and Monsanto’s Donna Farmer. MONGLY02310651- MONGLY02310681 is Keith Solomon’s draft manuscript of Glyphosate in the general population and in applicators: A critical review of studies on exposures (Solomon) 42 Bates Title Description MONGLY04962809 9/15/2016
UNK:UNK	Monsanto Email Discussing Acquavella consulting agreement Email discussing John Acquavella’s consulting agreement exten sion to November 9, 2017. BURNSPROD00000469 9/30/2016
UNK:UNK	"Monsanto Email Re: Manuscript Review This document contains email correspondence between Monsanto consultants, Helmut Greim, Sharon Brana (for Ga ry Williams), Colin Berry and Intertek’s Ashley Roberts regarding manuscript review. Members of the Expert Panel have been contacted by reporters to give a statement on the glyphosate publications. MONGLY08118035 MONGLY07930351 3-4/2017 Documents Relea sed: 12/25/2018 Monsanto Email Re : Regarding the Unsealed Email About Ghostwriting (1 of 2) AND Monsanto Email Re: Regarding the Unsealed Email About Ghostwriting (2 of 2) MONGLY08118035 contains email correspondence between Monsanto employees Cole Waggoner, David Jacobs and others regarding the unsealed email about ghostwriting wherein Waggoner writes: “Dr. Heydens has since clarified that he incorrectly used the term ""ghost -write"" to describe his/Monsanto's contributions.” MONGLY07930351 is an email correspondence between David Jacobs, Cole Waggoner and others regarding William Heydens’ ghostwriting emails unearthed in litigation. 43 Bates Title Description Surfactants, Carcinogenicity & Testing MONGLY04272152 - MONGLY04272153 6/3/1976"
